abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri
"A winterish aspect has been put on by the weather in Pennsylvania. At Harrisburg, ?? and ice were formed in the early part of the week. The nights are cool enough everywhere in the North for outside woollens. Steamboat building is carried on to a creditable extent at Pittsburgh.  ",https://www.nytimes.com/1851/09/19/archives/news-by-the-mails.html,,,2,The New York Times,[],"{'main': 'NEWS BY THE MAILS.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'NEWS BY THE MAILS.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-19T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/63ccf00f-33d8-5dd8-b9e6-18fd25913c47,0,nyt://article/63ccf00f-33d8-5dd8-b9e6-18fd25913c47
"Gov. JOHNSTON has gone to Doylestown, in Bucks county, to-day, to address the people; to-morrow he visits Montgomery and will speak twice, and the next day he is expected In Chester county, at Westchester in the morning, and Phcenixville in the evening. He is hard at work to show the people that his policy is the most beneficial to Pennsylvania interests.  ",https://www.nytimes.com/1851/09/18/archives/philadelphia-gov-johnstoncity-consolidationtradesalefugitiveslave.html,,,3,The New York Times,[],"{'main': 'PHILADELPHIA.; Gov. Johnston--City Consolidation--Trade-Sale--Fugitive-Slave Case.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'PHILADELPHIA.; Gov. Johnston--City Consolidation--Trade-Sale--Fugitive-Slave Case.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-18T05:00:00+0000,article,None,Archives,"{'original': 'Correspondence of the New-York Daily Times', 'person': [{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/6b22a322-1c2e-5ec3-bdfc-183aa31f3001,0,nyt://article/6b22a322-1c2e-5ec3-bdfc-183aa31f3001
,https://www.nytimes.com/1851/09/18/archives/special-notices.html,,,3,The New York Times,[],"{'main': 'SPECIAL NOTICES.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'SPECIAL NOTICES.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-18T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/703eb861-b9b0-5317-8911-d6b3ce5d50b6,0,nyt://article/703eb861-b9b0-5317-8911-d6b3ce5d50b6
"In steamer City of Richmond, from Norfolk--J. Russell, A. Snyder, H. Bunnell, Mrs. J. Dwiget, J. Knight, Mrs. Sarah Masten, A. Richardson, Mrs. Wood, Capt. Embleton, J. R. Mason, R. Farrell, Mr. McCloude, Mrs. Higgins and 3 children, Mr. Kettelwell, J. Porter, W. Jones.  ",https://www.nytimes.com/1851/09/19/archives/passengers-arrived.html,,,4,The New York Times,[],"{'main': 'Passengers Arrived.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Passengers Arrived.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-19T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/706a27a1-cbc0-5816-8976-9e750ee3b9a9,0,nyt://article/706a27a1-cbc0-5816-8976-9e750ee3b9a9
,https://www.nytimes.com/1851/09/19/archives/state-of-the-ohio-river.html,,,2,The New York Times,[],"{'main': 'State of the Ohio River.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'State of the Ohio River.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-19T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/7117f432-dbd2-504b-8f90-fb02b5844d99,0,nyt://article/7117f432-dbd2-504b-8f90-fb02b5844d99
,https://www.nytimes.com/1851/09/19/archives/article-11-no-title.html,,,3,The New York Times,[],"{'main': 'Article 11 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 11 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-19T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/718a22b0-498b-5f86-928d-1e090f621e88,0,nyt://article/718a22b0-498b-5f86-928d-1e090f621e88
,https://www.nytimes.com/1851/09/19/archives/financial.html,,,4,The New York Times,[],"{'main': 'FINANCIAL.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'FINANCIAL.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-19T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/761b59ef-2631-5693-942b-882c45e7ba1b,0,nyt://article/761b59ef-2631-5693-942b-882c45e7ba1b
"REVOLUTIONS IN GERMANY are to be effected, says The Tribune, by means of ""communications and suggestions, forwarded to Dr. Karl Tausenau, Holborn, London.""  ",https://www.nytimes.com/1851/09/18/archives/article-2-no-title.html,,,2,The New York Times,[],"{'main': 'Article 2 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 2 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-18T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/76b40f38-d40b-5ce4-b318-1502578379c8,0,nyt://article/76b40f38-d40b-5ce4-b318-1502578379c8
,https://www.nytimes.com/1851/09/18/archives/marine-intelligence-cleared-arrived-try-telegraph-spoken-c.html,,,4,The New York Times,[],"{'main': 'MARINE INTELLIGENCE.; Cleared. Arrived. Try Telegraph. Spoken, & C.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'MARINE INTELLIGENCE.; Cleared. Arrived. Try Telegraph. Spoken, & C.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-18T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/76dd2b78-fa62-5e6e-accf-d4a8334f96c9,0,nyt://article/76dd2b78-fa62-5e6e-accf-d4a8334f96c9
UNION IN PHILADELPHIA.-The people of Philadelphia are once more moving in the matter of a union of the various districts that enter into that composite city. A meeting for the consideration of the subject has already been called.  ,https://www.nytimes.com/1851/09/18/archives/article-5-no-title.html,,,2,The New York Times,[],"{'main': 'Article 5 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 5 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-18T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/7e7a027d-625b-502b-af5d-c88c29ad76b7,0,nyt://article/7e7a027d-625b-502b-af5d-c88c29ad76b7
"The Supreme Court in the Albany District have just given a decision of considerable inter est. The Board of Supervisors of Greene county refused to levy a tax for the support of Common Schools, as required by the Free School Law of 1849. For this omission to comply with the requirements of the law the State officers refused to give them their share of the CommonSchool Fund.  ",https://www.nytimes.com/1851/09/19/archives/the-free-school-law.html,,,2,The New York Times,[],"{'main': 'The Free School Law.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'The Free School Law.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-19T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/7ed909a8-7116-5ca9-a1c1-779e990101e5,0,nyt://article/7ed909a8-7116-5ca9-a1c1-779e990101e5
,https://www.nytimes.com/1851/09/18/archives/removal-of-the-seat-of-government-in-canada.html,,,4,The New York Times,[],"{'main': 'Removal of the Seat of Government in Canada.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Removal of the Seat of Government in Canada.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-18T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/7fec2b57-0c78-55bc-b4c2-aaf752aae0f9,0,nyt://article/7fec2b57-0c78-55bc-b4c2-aaf752aae0f9
,https://www.nytimes.com/1851/09/19/archives/article-6-no-title.html,,,2,The New York Times,[],"{'main': 'Article 6 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 6 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-19T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/8007cd5a-1b4c-5527-a346-0792b36d8690,0,nyt://article/8007cd5a-1b4c-5527-a346-0792b36d8690
"The Liberty Party Convention assembled in Townsend Hall, at 10 1/2 O'clock, this morning. About 100 Persons were present. The Convention was called to order by G. W. Johnson, of this city Professor Hudson, of Ohio was appointed chairman, and J. C. Hathaway, Secretary. A Committe of five, appointed for the purpose, reported the following as the permanent officers of the Convention, wao Were duly elected:  ",https://www.nytimes.com/1851/09/18/archives/liberty-party-convention.html,,,4,The New York Times,[],"{'main': 'Liberty Party Convention.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Liberty Party Convention.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-18T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/80a966aa-1911-5c5d-ae9b-fb7b3de8f2bd,0,nyt://article/80a966aa-1911-5c5d-ae9b-fb7b3de8f2bd
,https://www.nytimes.com/1851/09/18/archives/article-15-no-title.html,,,3,The New York Times,[],"{'main': 'Article 15 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 15 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-18T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/8d0a7ec4-57dd-52e2-86a0-68efca344031,0,nyt://article/8d0a7ec4-57dd-52e2-86a0-68efca344031
"The weather was the theme upon which we hinged an item for our morning edition, but we have been forced to forgo the infliction of it upon the public, by the proceedings of the Boston Jubilee, which our special correspondent has forwarded us.  ",https://www.nytimes.com/1851/09/18/archives/newyork-city-death-of-a-baptist-missionary-execution-of-the-tow.html,,,1,The New York Times,[],"{'main': 'NEW-YORK CITY.; DEATH OF A BAPTIST MISSIONARY. EXECUTION OF THE TOW CONDESTNED MURDERERS--Between the hours fo 10 and 11 o\'clock to-morrow FIRE IN HUDSON-STREET. FIRE IN SPRING-STREET. RUN OVER BY AN ICE CART. DISTURBANCE BETWEEN RIYAL BLACKSMITHS. STEAMERS. ""TREY COME."" NEW STEAMBOAT LINE. DEATH IN A CELL. DEATH FROM CONYULSIONS. FALSE ALARM. WOMAN POISONED. ACCIDENT TO AN OMNIBES-DRIVER A SAD AND FATAL ACCIDENT. ARREST OF AN ESCAPED COURT CALENDAR', 'kicker': '1', 'content_kicker': None, 'print_headline': 'NEW-YORK CITY.; DEATH OF A BAPTIST MISSIONARY. EXECUTION OF THE TOW CONDESTNED MURDERERS--Between the hours fo 10 and 11 o\'clock to-morrow FIRE IN HUDSON-STREET. FIRE IN SPRING-STREET. RUN OVER BY AN ICE CART. DISTURBANCE BETWEEN RIYAL BLACKSMITHS. STEAMERS. ""TREY COME."" NEW STEAMBOAT LINE. DEATH IN A CELL. DEATH FROM CONYULSIONS. FALSE ALARM. WOMAN POISONED. ACCIDENT TO AN OMNIBES-DRIVER A SAD AND FATAL ACCIDENT. ARREST OF AN ESCAPED COURT CALENDAR', 'name': None, 'seo': None, 'sub': None}",[],1851-09-18T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/8e1b324f-d3f0-5a10-b090-144541322ab8,0,nyt://article/8e1b324f-d3f0-5a10-b090-144541322ab8
"MICHOAN--The Whigs held their State Con-. vention on the 10th, and nominated T. F. GRIDLEY, for Governor, and G. H. HAZLETON, for Lieutenant Governor. Daniel Sinart, of Detroit, and H. G. Wells, of Kalamazoo, were appointed delegates at large to the National Convention, and district delegates were also appointed as follows: J. M. Ed.  ",https://www.nytimes.com/1851/09/19/archives/article-2-no-title.html,,,2,The New York Times,[],"{'main': 'Article 2 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 2 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-19T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/8e822152-8e2f-5bc1-bac4-864237a2fe69,0,nyt://article/8e822152-8e2f-5bc1-bac4-864237a2fe69
editorial,https://www.nytimes.com/1851/09/18/archives/cuba.html,editorial,,2,The New York Times,[],"{'main': 'Cuba.', 'kicker': None, 'content_kicker': None, 'print_headline': 'Cuba.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-18T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/8ed8f53d-53fd-5b70-9327-b1995e16d8ce,0,nyt://article/8ed8f53d-53fd-5b70-9327-b1995e16d8ce
,https://www.nytimes.com/1851/09/19/archives/insurance.html,,,3,The New York Times,[],"{'main': 'INSURANCE.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'INSURANCE.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-19T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/8ee81ff2-7cb3-52bf-b01c-c04a938c6041,0,nyt://article/8ee81ff2-7cb3-52bf-b01c-c04a938c6041
"We have intelligence from Santa Fe to August 3. Colonel Summer, now in authority there, and superceding Col. Munroe, as Col. Munroe a while ago superceded. Col. Washington, has changed the position of the military posts, Col. Summer has concentrated his troops at five posts far apart, and made the Moro his head quarters, a point of miles cast of Santa Fe. He is about establishing a new post on the San Juan,  ",https://www.nytimes.com/1851/09/19/archives/article-12-no-title.html,,,4,The New York Times,[],"{'main': 'Article 12 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 12 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-19T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/951f9f01-6f17-5236-b4d0-3dcabfeee03d,0,nyt://article/951f9f01-6f17-5236-b4d0-3dcabfeee03d
"Old sporting-men know very well what snapshooting is; they know that there is very, little method in it, and that, at the first sound of the ""whirr,"" they must be ready to crack away. It is as unlike as possible to your ""lying low"" with a heavy ducking gun, and blazing mercilessly into a flock of canvas-backs ; there is all the difference,  ",https://www.nytimes.com/1851/09/18/archives/snapshots-at-books-talk-and-town.html,,,2,The New York Times,[],"{'main': 'Snap-Shots at Books, Talk and Town.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Snap-Shots at Books, Talk and Town.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-18T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/95922c67-5be6-5cfb-af0f-0ac5006115b6,0,nyt://article/95922c67-5be6-5cfb-af0f-0ac5006115b6
,https://www.nytimes.com/1851/09/18/archives/article-1-no-title.html,,,2,The New York Times,[],"{'main': 'Article 1 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 1 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-18T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/965f6fd2-7319-5f00-a8de-ae9b1c9a89fb,0,nyt://article/965f6fd2-7319-5f00-a8de-ae9b1c9a89fb
,https://www.nytimes.com/1851/09/19/archives/fatal-railroad-accident.html,,,2,The New York Times,[],"{'main': 'Fatal Railroad Accident.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Fatal Railroad Accident.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-19T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/9ad65b93-9960-5547-88b5-2ec77fda4e0a,0,nyt://article/9ad65b93-9960-5547-88b5-2ec77fda4e0a
,https://www.nytimes.com/1851/09/18/archives/grand-lodge-of-odd-fellows.html,,,4,The New York Times,[],"{'main': 'Grand Lodge of Odd Fellows', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Grand Lodge of Odd Fellows', 'name': None, 'seo': None, 'sub': None}",[],1851-09-18T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/9baf3ee2-94e0-5326-9966-f1319ce69bdb,0,nyt://article/9baf3ee2-94e0-5326-9966-f1319ce69bdb
,https://www.nytimes.com/1851/09/18/archives/the-steamship-ss-lewis.html,,,4,The New York Times,[],"{'main': 'The Steamship S.S. Lewis.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'The Steamship S.S. Lewis.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-18T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/9e6cd35d-9d85-5cab-920a-35cc5138a181,0,nyt://article/9e6cd35d-9d85-5cab-920a-35cc5138a181
